"","SAP_FLOW","dates","heure_solaire","PPFD_IN_1h","TS","WD_2h","CO2","FC_1h","H2O_3h","SB","SH_3h","SLE_3h","ZL_3h","VPD"
"162",0.2578986565,2010-05-01 19:30:00,2017-10-23 18:30:00,53.02,10.83,240.24,395.61,0.88,10.79,6.23,2.79,-63.81,-0.01,0.217819340766823
"163",0.1788127365,2010-05-01 20:00:00,2017-10-23 19:00:00,13.87,10.81,226.46,396.33,1.48,10.7,5.96,-3.29,-6.04,0.05,0.203643125939239
"164",0.1348472681,2010-05-01 20:30:00,2017-10-23 19:30:00,0.24,10.79,205.94,399.99,1.75,10.7,5.93,-1.95,28.08,0.07,0.189942883716218
"165",0.1167454267,2010-05-01 21:00:00,2017-10-23 20:00:00,0.03,10.76,182.97,403.63,1.4,10.8,5.44,-2.69,40.7,0.11,0.186038787280018
"166",0.1060644949,2010-05-01 21:30:00,2017-10-23 20:30:00,0.02,10.74,179.87,403.73,0.37,10.86,5.38,-3.96,60.99,0.29,0.200878429322549
"167",0.096066755,2010-05-01 22:00:00,2017-10-23 21:00:00,-0.02,10.71,179.8,405.37,2.88,11.01,4.88,-4.84,13.45,0.53,0.210716731768531
"168",0.0924602776,2010-05-01 22:30:00,2017-10-23 21:30:00,0.02,10.69,169.87,405.98,2.37,10.99,5.03,-4.66,-58.43,0.45,0.219519055439119
"169",0.0884055015,2010-05-01 23:00:00,2017-10-23 22:00:00,0.01,10.66,168.28,405.26,2.62,10.94,4.4,-3.35,-43.61,0.38,0.25141237030162
"170",0.077298216,2010-05-01 23:30:00,2017-10-23 22:30:00,0.01,10.63,173.78,405.92,3.55,10.89,4.04,-3.44,8.34,0.23,0.250070865681933
"171",0.0743505151,2010-05-02 00:00:00,2017-10-23 23:00:00,0.01,10.61,174.85,408.19,2.22,10.73,4.12,-3.25,-76.04,0.21,0.236027126704362
"172",0.0382714621,2010-05-02 00:30:00,2017-10-23 23:30:00,0.04,10.59,166.99,410.38,3.15,10.54,4.04,-0.61,-70.93,0.2,0.206725148053613
"173",0.0287909512,2010-05-02 01:00:00,2017-10-23 00:00:00,-0.01,10.56,168.5,409.09,4.11,10.41,3.53,-0.82,-56.71,0.22,0.210889043215831
"174",0.0226626332,2010-05-02 01:30:00,2017-10-23 00:30:00,-0.01,10.53,168.19,412.33,1.87,10.27,3.35,-0.67,-52.6,0.17,0.207185531385359
"175",0.0238918179,2010-05-02 02:00:00,2017-10-23 01:00:00,-0.01,10.51,170.34,414.09,3.55,10.11,3.47,2.55,-69.92,0.36,0.166054824410833
"176",0.0199556482,2010-05-02 02:30:00,2017-10-23 01:30:00,0.01,10.48,179.93,416.7,3.06,10.09,3.12,-0.86,-5.66,0.46,0.150930818707087
"177",0.0200229101,2010-05-02 03:00:00,2017-10-23 02:00:00,0.03,10.46,189.35,409.09,3.7,10.14,3.58,-2.18,-6.07,0.28,0.154038211597206
"178",0.0244198782,2010-05-02 03:30:00,2017-10-23 02:30:00,0.04,10.43,176.81,410.54,5.02,10.21,3.51,-4.02,26.4,0.22,0.153809966768126
"179",0.0379625656,2010-05-02 04:00:00,2017-10-23 03:00:00,0,10.4,169.06,414.09,3.95,10.17,3.96,0.04,11.5,0.82,0.129649095498992
"180",0.0305953575,2010-05-02 04:30:00,2017-10-23 03:30:00,0.01,10.37,153.56,419.57,0.38,10.17,4.46,-1.37,-33.55,0.47,0.118518104118699
"181",0.0282602734,2010-05-02 05:00:00,2017-10-23 04:00:00,0.42,10.34,158.06,414.45,8.51,10.2,4.81,-7.1,-32.07,0.71,0.122470764141956
"182",0.0323233949,2010-05-02 05:30:00,2017-10-23 04:30:00,8.71,10.31,158.08,419.79,NA,9.91,5.15,-7.43,-151.71,1.23,0.120218487559214
"183",0.0392694037,2010-05-02 06:00:00,2017-10-23 05:00:00,59.1,10.29,151.48,410.35,9.1,10.22,5.47,3,83.31,0.87,0.144099879696878
"184",0.0239320523,2010-05-02 06:30:00,2017-10-23 05:30:00,124.48,10.26,154.76,410.22,-0.08,9.95,4.58,-3.25,-51.04,0.45,0.165595578161366
"185",0.0242412231,2010-05-02 07:00:00,2017-10-23 06:00:00,164.77,10.24,155.29,397.85,3.21,9.93,4.61,-5.96,-19.67,0.66,0.226451607317923
"186",0.1016676173,2010-05-02 07:30:00,2017-10-23 06:30:00,241.54,10.23,130.67,394.66,NA,9.94,5.66,-3.46,-20.12,1.12,0.279037985045132
"187",0.3274556896,2010-05-02 08:00:00,2017-10-23 07:00:00,326.26,10.23,197.25,392.96,-5.38,9.92,7.02,1.18,-24.71,1.24,0.314527741210276
"188",0.8754985545,2010-05-02 08:30:00,2017-10-23 07:30:00,389.59,10.25,162.23,391.74,-11.73,9.9,7.75,-1.45,38.13,0.27,0.379879346428083
"189",1.918194201,2010-05-02 09:00:00,2017-10-23 08:00:00,517.83,10.27,181.32,391.16,-13.52,10.24,7.11,13.61,184.54,0.62,0.476302125577543
"190",2.7779345614,2010-05-02 09:30:00,2017-10-23 08:30:00,622.74,10.31,213.8,391.85,-14.38,10.5,7.2,10.12,192.22,0.38,0.51217510408039
"191",2.5152067917,2010-05-02 10:00:00,2017-10-23 09:00:00,721.33,10.35,224.16,394.71,-18.03,10.61,6.58,14.29,100.61,-0.04,0.423861802949999
"192",1.7979711715,2010-05-02 10:30:00,2017-10-23 09:30:00,596.59,10.39,200.15,400.44,-13.23,11.01,6.18,14.03,188.11,-0.12,0.375583060202226
"193",1.2855247328,2010-05-02 11:00:00,2017-10-23 10:00:00,305.54,10.42,227.32,401.25,-3.96,11.12,5.7,7.76,-26.29,-0.12,0.192219827573041
"194",0.6000938931,2010-05-02 11:30:00,2017-10-23 10:30:00,168.8,10.44,242.53,400.2,-4.59,11.07,5.03,10.45,-14.95,-0.17,0.12647780550217
"195",0.3381494598,2010-05-02 12:00:00,2017-10-23 11:00:00,107.32,10.43,264.89,398.75,1.44,10.82,3.42,12.19,-173.22,-0.24,0.118452992408862
"196",0.2369228852,2010-05-02 12:30:00,2017-10-23 11:30:00,230.65,10.42,282.84,397.65,-3.06,10.47,3.16,-0.15,-46.74,-0.23,0.122732867409021
"197",0.2109398339,2010-05-02 13:00:00,2017-10-23 12:00:00,355.88,10.41,186.65,397.63,-8.21,10.91,3.46,-7.52,NA,-0.03,0.207359685904674
"198",0.3789773221,2010-05-02 13:30:00,2017-10-23 12:30:00,675.3,10.42,182.85,396.48,-13.27,10.18,3.76,-18.71,NA,-0.01,0.299719119791193
"199",0.8224785169,2010-05-02 14:00:00,2017-10-23 13:00:00,1069.41,10.45,214.81,396.08,-15.43,10.45,3.95,-31.53,NA,0.04,0.410681535011196
"200",1.6043789778,2010-05-02 14:30:00,2017-10-23 13:30:00,830.29,10.49,200.84,396.37,-10.95,10.84,3.99,-5.5,107.59,0.09,0.464797850205683
"201",2.0859798931,2010-05-02 15:00:00,2017-10-23 14:00:00,814.55,10.54,181.02,403.49,-13.43,11.09,4.04,4.4,163.67,0.01,0.29138685805361
"202",0.9455683669,2010-05-02 15:30:00,2017-10-23 14:30:00,634.13,10.57,214.22,402.97,-14.8,11.51,2.91,8.24,NA,-0.1,0.107510230614384
"203",0.4411287504,2010-05-02 16:00:00,2017-10-23 15:00:00,100.73,10.57,187.01,399.98,-6.27,11.55,1.6,20.71,110.62,-0.24,0.117711348249694
"204",0.2883049494,2010-05-02 16:30:00,2017-10-23 15:30:00,238.21,10.56,210.39,398.44,-1.43,11.2,0.97,10.22,NA,-0.22,0.156065251274147
"205",0.2196591226,2010-05-02 17:00:00,2017-10-23 16:00:00,451.88,10.55,257.26,397.58,-6.27,10.84,0.66,11.07,-156.57,-0.27,0.172942612158845
"206",0.1733919477,2010-05-02 17:30:00,2017-10-23 16:30:00,346.31,10.54,163,397.55,-7.13,10.35,0.38,1.18,NA,-0.06,0.191848409423731
"207",0.1378858142,2010-05-02 18:00:00,2017-10-23 17:00:00,226.99,10.54,154.21,398.03,-5.47,9.59,0.43,-42.98,NA,-0.06,0.200274252153432
"208",0.1219708189,2010-05-02 18:30:00,2017-10-23 17:30:00,144.49,10.53,172.2,401.66,-2.44,10.5,-0.41,-25.64,NA,-0.21,0.189240655102945
"209",0.1095638084,2010-05-02 19:00:00,2017-10-23 18:00:00,67.31,10.52,173.47,403.35,-0.74,10.85,-0.97,13.69,NA,-0.08,0.142696581703613
"210",0.092077911,2010-05-02 19:30:00,2017-10-23 18:30:00,11.29,10.5,168.43,410,6.83,10.92,-1.59,10.49,126.74,0.06,0.119755142226194
"211",0.0810935676,2010-05-02 20:00:00,2017-10-23 19:00:00,8.73,10.47,161.08,417.49,0.74,11.03,-2.1,5.31,44.32,0.14,0.0960485204585116
"212",0.0772524629,2010-05-02 20:30:00,2017-10-23 19:30:00,0.24,10.44,235.82,420.97,3.75,10.92,-2.3,2.74,-27.64,0.64,0.0780853202950974
"213",0.0747725402,2010-05-02 21:00:00,2017-10-23 20:00:00,0.05,10.4,215.29,417.97,1.49,10.91,-2.77,0.9,-18.88,0.88,0.0688793182686844
"214",0.0864692716,2010-05-02 21:30:00,2017-10-23 20:30:00,0.03,10.36,140.89,412.23,1.69,10.34,-2.92,-12.42,NA,0.13,0.0735716370012638
"215",0.1009378197,2010-05-02 22:00:00,2017-10-23 21:00:00,0.03,10.32,129.58,412.87,11.51,9.5,-2.89,-26.09,NA,-1.16,0.0841757752249968
"216",0.1116591224,2010-05-02 22:30:00,2017-10-23 21:30:00,0,10.29,117.28,413.66,3.12,9.84,-2.45,-1.44,31.28,0.52,0.0919858168098755
"217",0.1240682535,2010-05-02 23:00:00,2017-10-23 22:00:00,0.05,10.26,153.4,411.73,2.33,9.79,-2.34,-5.16,-135.39,1.92,0.110530186549907
"218",0.1298317507,2010-05-02 23:30:00,2017-10-23 22:30:00,0.03,10.22,161.86,420.05,2.64,9.74,-2.6,-5.07,-62.98,2.28,0.106891363679511
"219",0.1110793848,2010-05-03 00:00:00,2017-10-23 23:00:00,0.02,10.2,159.09,416.61,2.32,10.01,-1.84,1.69,119.62,0.69,0.0803357620513511
"220",0.0985510783,2010-05-03 00:30:00,2017-10-23 23:30:00,-0.02,10.16,157.54,415.86,5.8,10.32,-2.3,7.29,127.33,0.36,0.089004390308335
"221",0.0986499974,2010-05-03 01:00:00,2017-10-23 00:00:00,-0.01,10.12,156.41,414.55,3.51,10.26,-2.21,0.52,-22.17,0.41,0.108106369799943
"222",0.107111552,2010-05-03 01:30:00,2017-10-23 00:30:00,-0.01,10.09,181.07,415.84,2.83,10.16,-1.79,0.41,-35.31,0.37,0.111368238728261
"223",0.1062619148,2010-05-03 02:00:00,2017-10-23 01:00:00,0,10.05,187.67,416.18,2.03,10.08,-2.1,2.53,-30.6,0.7,0.112493435000453
"224",0.1088097711,2010-05-03 02:30:00,2017-10-23 01:30:00,0.01,10.02,184.11,415.37,2.9,9.43,-1.61,-11.17,NA,0.99,0.116457278892224
"225",0.111781882,2010-05-03 03:00:00,2017-10-23 02:00:00,0.05,9.99,174.48,415.04,2.29,9.39,-1.06,-6.07,-18.62,1.26,0.117298202363336
"226",0.1139274456,2010-05-03 03:30:00,2017-10-23 02:30:00,0,9.96,198.86,417.52,2.79,9.61,-0.56,2.03,-0.16,0.64,0.110653708339507
"227",0.1075401088,2010-05-03 04:00:00,2017-10-23 03:00:00,0.02,9.93,202.86,418.43,1.55,9.56,-0.13,1.04,25.72,0.77,0.110116239095224
"228",0.1066666936,2010-05-03 04:30:00,2017-10-23 03:30:00,0,9.9,202.62,414.89,0.97,9.4,0.54,-2.74,-4.31,0.63,0.11938901409779
"229",0.107302777,2010-05-03 05:00:00,2017-10-23 04:00:00,0.48,9.87,202.7,413.18,2.26,9.24,1.08,-1.18,9.03,0.25,0.134402749658673
"230",0.0955335916,2010-05-03 05:30:00,2017-10-23 04:30:00,10.05,9.84,212.41,414.35,2.23,9.12,1.45,-0.68,-21.97,0.27,0.117656630545099
"231",0.0899580278,2010-05-03 06:00:00,2017-10-23 05:00:00,44.85,9.81,208.6,416.18,0.83,9.01,2.37,-1.76,-65.78,0.27,0.12166937635768
"232",0.0805471007,2010-05-03 06:30:00,2017-10-23 05:30:00,114.31,9.79,189.92,415.32,-1.58,8.9,3.26,-4.57,-45.07,0.26,0.11615141366335
"233",0.0763249601,2010-05-03 07:00:00,2017-10-23 06:00:00,161.74,9.77,204.83,414.34,-2.7,8.75,4.14,-3.27,-67.64,0.24,0.115116213170064
"234",0.071349736,2010-05-03 07:30:00,2017-10-23 06:30:00,176.58,9.77,209.2,413.11,-3.35,8.72,5.26,1.91,17.85,0.29,0.127667480370432
"235",0.0614024769,2010-05-03 08:00:00,2017-10-23 07:00:00,242.32,9.76,216.72,410.5,-6.47,8.69,6.18,3.11,9.36,0.4,0.160146894152782
"236",0.0630311025,2010-05-03 08:30:00,2017-10-23 07:30:00,338.84,9.76,219.09,409.87,-2.45,8.83,7.16,-1.63,78.33,0.25,0.191751536325373
"237",0.1884159938,2010-05-03 09:00:00,2017-10-23 08:00:00,451.99,9.77,215.12,403.51,-5.13,9.03,6.16,5.1,113.44,0.11,0.264178099174515
"238",0.5737280693,2010-05-03 09:30:00,2017-10-23 08:30:00,554.78,9.78,220.27,402.74,-7.39,9.26,4.69,3.97,94.68,0.07,0.353297236277703
"239",1.0441440829,2010-05-03 10:00:00,2017-10-23 09:00:00,781.43,9.79,245.66,403.53,-10.75,9.48,5.22,3.98,92.82,-0.01,0.371900077460066
"240",1.411208537,2010-05-03 10:30:00,2017-10-23 09:30:00,801.41,9.83,246.75,402.8,-10.99,9.64,6.03,6.92,116.24,-0.12,0.407532535207407
"241",2.3992822884,2010-05-03 11:00:00,2017-10-23 10:00:00,535.72,9.86,238.89,400.37,-5.11,9.5,4.69,6.6,68.21,-0.17,0.470980476345154
"242",2.315992116,2010-05-03 11:30:00,2017-10-23 10:30:00,1091.17,9.9,258.13,400.4,-8.68,9.24,4.75,3.31,NA,-0.13,0.465596407927728
"243",2.4895054744,2010-05-03 12:00:00,2017-10-23 11:00:00,540.65,9.93,288.58,399.01,-6.07,9.19,4.81,14.51,NA,-0.3,0.503173908218041
"244",1.9439219988,2010-05-03 12:30:00,2017-10-23 11:30:00,721.1,9.96,268.78,403.59,-10.65,9.08,4.77,11.43,-116.42,-0.52,0.277946672819154
"245",0.9450600597,2010-05-03 13:00:00,2017-10-23 12:00:00,502.64,9.99,272.39,399.99,-8.73,8.96,4.99,1.72,-127.76,-0.36,0.136368523780713
"246",0.4960752216,2010-05-03 13:30:00,2017-10-23 12:30:00,204.2,9.99,280.53,397.73,-1.73,8.74,4.17,3.25,-161.1,-0.3,0.185701767649264
"247",0.4996493496,2010-05-03 14:00:00,2017-10-23 13:00:00,458.66,9.99,268.62,396.69,-3.75,8.29,3.85,4.06,-126.36,-0.14,0.309724308581037
"248",0.9860390942,2010-05-03 14:30:00,2017-10-23 13:30:00,772.45,10.01,275.24,398.14,-10.84,8.32,3.77,-0.49,167.19,-0.33,0.389251423198007
"249",1.1374442561,2010-05-03 15:00:00,2017-10-23 14:00:00,1248.05,10.04,254.17,399.78,-8.84,8.27,3.64,5.7,-159.41,-0.16,0.384488743959531
"250",1.2764755862,2010-05-03 15:30:00,2017-10-23 14:30:00,571.83,10.07,228.31,397.45,-6.01,8.92,3.14,-33.45,NA,-0.02,0.418379253755381
"251",1.3528168478,2010-05-03 16:00:00,2017-10-23 15:00:00,533.04,10.09,265.85,398.81,-5.71,9.56,2.36,-17.29,NA,-0.17,0.461611382141461
"252",1.2913972283,2010-05-03 16:30:00,2017-10-23 15:30:00,383.02,10.1,288.23,398.92,-6.52,9.5,1.29,14.02,27.51,-0.3,0.471134940777564
"253",1.2833382332,2010-05-03 17:00:00,2017-10-23 16:00:00,291.43,10.11,296.66,399.58,-4.5,9.69,0.67,27.31,-61.1,-0.84,0.451685698040627
"254",1.1369791993,2010-05-03 17:30:00,2017-10-23 16:30:00,257.27,10.11,302.41,399.45,-2.51,9.04,-0.05,2.76,NA,-0.1,0.4198876004257
"255",0.9900413999,2010-05-03 18:00:00,2017-10-23 17:00:00,281.87,10.11,290.59,399.79,-4.46,8.93,-0.19,-3.48,42.85,-0.12,0.400080211912771
"256",0.7890256243,2010-05-03 18:30:00,2017-10-23 17:30:00,261.63,10.1,299.09,401.65,-3.23,8.78,-0.6,4.38,-125.78,-0.14,0.346946670623411
"257",0.541987903,2010-05-03 19:00:00,2017-10-23 18:00:00,164.91,10.09,303.17,404.62,-2.67,8.27,-0.71,-0.93,-105.27,-0.04,0.26010478376925
"258",0.3256588421,2010-05-03 19:30:00,2017-10-23 18:30:00,70.55,10.08,295.52,407.96,0.31,8.15,-0.85,-0.43,-179.43,-0.06,0.226465534348129
"259",0.2063817787,2010-05-03 20:00:00,2017-10-23 19:00:00,12.4,10.06,307.24,409.51,2.05,8.1,-1.32,-5.17,11.98,-0.03,0.228741946206695
"260",0.1399463645,2010-05-03 20:30:00,2017-10-23 19:30:00,0.43,10.03,297.91,410.83,1.58,8.3,-1.77,-2.33,66.46,-0.03,0.245922336632077
"261",0.0962572063,2010-05-03 21:00:00,2017-10-23 20:00:00,0,10.01,287.37,413.26,2.74,8.32,-1.54,-3.84,-72.39,0.02,0.22928510293462
"262",0.0691977462,2010-05-03 21:30:00,2017-10-23 20:30:00,-0.01,9.98,304.56,413.92,1.19,8.45,-1.97,-8.87,94.58,0.1,0.238498396422848
"263",0.0572423982,2010-05-03 22:00:00,2017-10-23 21:00:00,-0.02,9.95,300.62,414.2,1.61,8.79,-2.07,-11.82,105.72,0.23,0.247182910133797
"264",0.0372612633,2010-05-03 22:30:00,2017-10-23 21:30:00,0.03,9.92,298.01,416.61,3.4,8.56,-2.19,-11.15,-106.7,0.34,0.22919587526341
"265",0.0259900649,2010-05-03 23:00:00,2017-10-23 22:00:00,0.04,9.89,286.96,417.84,2.12,8.32,-2.35,-4.39,-47.19,0.47,0.216460686440431
"266",0.0159267421,2010-05-03 23:30:00,2017-10-23 22:30:00,0.03,9.86,290.75,420.37,0.91,8.09,-2.63,-0.96,-156.21,0.56,0.191404199036147
"267",0.005615848,2010-05-04 00:00:00,2017-10-23 23:00:00,-0.03,9.83,315.88,423.68,1.77,8.11,-3.2,-3.41,81.09,0.92,0.167936197903478
"268",0.0236776572,2010-05-04 00:30:00,2017-10-23 23:30:00,0,9.8,333.98,425.59,2.07,7.95,-3.45,-1.39,-96.66,0.46,0.160116504205105
"269",0.0169811699,2010-05-04 01:00:00,2017-10-23 00:00:00,0.01,9.77,334.15,425.82,2.38,7.78,-3.55,-1.91,-104.13,0.26,0.150278769074568
"270",0.0169811699,2010-05-04 01:30:00,2017-10-23 00:30:00,0.01,9.74,315.11,424.85,2.59,7.8,-3.66,-4.28,-45.59,0.7,0.15251297705991
"271",0.0156751429,2010-05-04 02:00:00,2017-10-23 01:00:00,-0.01,9.7,321.22,425.27,1.8,7.78,-4.06,-3.64,21.39,0.31,0.14066454536328
"272",0.0144276794,2010-05-04 02:30:00,2017-10-23 01:30:00,-0.01,9.67,323.04,426.12,1.3,7.86,-3.59,-4.45,22.86,1.34,0.132415091536696
"273",0.0161545599,2010-05-04 03:00:00,2017-10-23 02:00:00,-0.02,9.64,341.66,427.52,2.01,7.89,-3.18,-4.77,50.11,0.26,0.122819385820865
"274",0.0135065491,2010-05-04 03:30:00,2017-10-23 02:30:00,0.02,9.61,353.02,428.87,1.14,7.87,-2.47,-2.14,-49.09,0.37,0.115466661117603
"275",0.0085348026,2010-05-04 04:00:00,2017-10-23 03:00:00,0.01,9.58,357.71,429.47,2.13,7.86,-1.48,-2.37,-16.39,0.13,0.107753281311143
"276",0.0088076536,2010-05-04 04:30:00,2017-10-23 03:30:00,0.02,9.55,4.93,428.53,2.28,7.79,-0.23,-1.13,-50.37,0.23,0.0998673233659485
"277",0.010757563,2010-05-04 05:00:00,2017-10-23 04:00:00,0.38,9.53,357.04,426.06,0.69,7.81,1.48,-2.7,-3.53,0.14,0.0962372912399951
"278",0.0130969431,2010-05-04 05:30:00,2017-10-23 04:30:00,10.43,9.5,3.65,425.03,2.17,7.78,2.35,-2.64,-9.07,0.06,0.0948698874559816
"279",0.0131464167,2010-05-04 06:00:00,2017-10-23 05:00:00,29.94,9.47,30.53,423.08,1.09,7.78,3.67,-2.66,-16.34,0.04,0.100221028060807
"280",0.0144610361,2010-05-04 06:30:00,2017-10-23 05:30:00,59.44,9.45,21.08,420.39,0.16,7.81,4.88,-1.14,26.56,0.03,0.114212988469204
"281",0.0180348919,2010-05-04 07:00:00,2017-10-23 06:00:00,149.3,9.43,20.53,416.46,-1.19,7.87,4.64,-1.3,11.72,0.34,0.147772556361364
"282",0.0291390781,2010-05-04 07:30:00,2017-10-23 06:30:00,214.78,9.41,24.55,413.81,-1.95,7.94,3.54,0.22,37.91,0.05,0.178629427654489
"283",0.0637560343,2010-05-04 08:00:00,2017-10-23 07:00:00,312.26,9.4,23.99,412.6,-3.01,7.96,2.13,-0.69,4.31,0.02,0.241349572410204
"284",0.1632911087,2010-05-04 08:30:00,2017-10-23 07:30:00,402.89,9.4,26.85,411.69,-6.07,7.98,0.91,0.34,8.52,-0.02,0.294447425229724
"285",0.358160954,2010-05-04 09:00:00,2017-10-23 08:00:00,515.51,9.41,35.03,410.25,-6.67,8.06,1.37,4.04,68.92,-0.05,0.361847913313868
"286",0.8128024518,2010-05-04 09:30:00,2017-10-23 08:30:00,480.46,9.42,30.8,408.64,-5.57,8.15,2.23,6.47,33.29,-0.06,0.411552275423509
"287",1.3976445226,2010-05-04 10:00:00,2017-10-23 09:00:00,728.27,9.44,43.05,407.58,-8.26,8.13,4.49,9.27,-18.17,-0.05,0.472838386486339
"288",2.0598201859,2010-05-04 10:30:00,2017-10-23 09:30:00,672.58,9.47,36.48,406.42,-7.59,8.26,6.83,10.33,110.38,-0.08,0.56350659323814
"289",2.4277224559,2010-05-04 11:00:00,2017-10-23 10:00:00,640.07,9.5,38.76,406.17,-6.64,8.15,7.56,11.62,-78.32,-0.11,0.535875028675526
"290",2.2228099643,2010-05-04 11:30:00,2017-10-23 10:30:00,848.02,9.53,40.5,405.11,-8.01,8.04,7.89,7.92,-68.09,-0.09,0.580274655900258
"291",2.489035858,2010-05-04 12:00:00,2017-10-23 11:00:00,424.69,9.56,30.84,405.27,-6.27,8.01,6.92,14.33,6.16,-0.1,0.577600013603148
"292",2.3260658035,2010-05-04 12:30:00,2017-10-23 11:30:00,796.47,9.59,42.33,404.99,-9.57,8.07,3.35,11.24,115.31,-0.08,0.581583553631253
"293",2.1806013964,2010-05-04 13:00:00,2017-10-23 12:00:00,533.99,9.62,28.13,404.55,-8,7.87,2.33,8.49,-132.8,-0.05,0.60048663081541
"294",2.1600339037,2010-05-04 13:30:00,2017-10-23 12:30:00,418.17,9.65,31.17,403.94,-6.52,7.67,3.06,13.39,-84.33,-0.07,0.630641897184674
"295",2.121837475,2010-05-04 14:00:00,2017-10-23 13:00:00,430.57,9.67,31.51,403.18,-7.85,7.9,2.92,-1.7,112.3,-0.04,0.64242388221788
"296",1.9128467049,2010-05-04 14:30:00,2017-10-23 13:30:00,486.04,9.69,31.5,403.29,-5.17,7.8,2.61,6.58,16.16,-0.06,0.646466179653877
"297",1.6837013621,2010-05-04 15:00:00,2017-10-23 14:00:00,326.18,9.71,32.24,403.42,-5.38,7.85,2.18,0.19,-106.03,-0.03,0.604856769157079
"298",1.4393121959,2010-05-04 15:30:00,2017-10-23 14:30:00,256,9.73,36.1,402.62,-4.89,7.85,1.66,0.84,58.95,-0.03,0.552373186772048
"299",1.3034064994,2010-05-04 16:00:00,2017-10-23 15:00:00,220.78,9.74,38.33,403.8,-3.06,7.86,0.22,3.23,-62.89,-0.02,0.51484423154066
"300",1.0405350106,2010-05-04 16:30:00,2017-10-23 15:30:00,238.31,9.75,40.05,404.68,-3.31,7.8,-0.86,4.37,-9.59,-0.02,0.493703936418241
"301",0.8228251313,2010-05-04 17:00:00,2017-10-23 16:00:00,95.23,9.76,37.8,405.49,-1.29,7.77,-1.5,1.39,41.27,-0.02,0.488414007038605
"302",0.656381169,2010-05-04 17:30:00,2017-10-23 16:30:00,76.27,9.76,29.07,405.3,-0.73,7.68,-2.46,-0.89,-113.41,-0.01,0.426088434808368
"303",0.5158359927,2010-05-04 18:00:00,2017-10-23 17:00:00,47.9,9.75,26.75,404.7,0.85,7.94,-3.34,-3.17,157.61,-0.01,0.403360103977482
"304",0.4158339953,2010-05-04 18:30:00,2017-10-23 17:30:00,39.35,9.75,32.27,404.44,1.79,8.22,-3.24,-4.35,108.63,-0.01,0.414263653465734
"305",0.3727298851,2010-05-04 19:00:00,2017-10-23 18:00:00,26.17,9.74,33.65,404.36,1.39,8.17,-3.39,-7.44,-30.54,0,0.410441321651648
"306",0.3208545705,2010-05-04 19:30:00,2017-10-23 18:30:00,12.52,9.72,33.12,404.96,1.56,8.17,-3.65,-3.77,0.71,0,0.331045279995087
"307",0.2497227671,2010-05-04 20:00:00,2017-10-23 19:00:00,2.26,9.71,41.64,406.14,2.87,8.1,-3.42,-2.4,-54.21,0.01,0.297815901259698
"308",0.2056346919,2010-05-04 20:30:00,2017-10-23 19:30:00,0.04,9.69,39.34,406.13,0.81,8.36,-3.92,-8.06,149.53,0.03,0.260365371578576
"309",0.1704489605,2010-05-04 21:00:00,2017-10-23 20:00:00,0.03,9.67,39.14,406.09,0.77,8.29,-4.49,-5.72,-17.23,0.05,0.267650939915822
"310",0.1510491844,2010-05-04 21:30:00,2017-10-23 20:30:00,-0.02,9.65,36.81,406.63,3.18,8.01,-4.92,-1.92,-186.68,0.02,0.302465947079948
"311",0.1359319158,2010-05-04 22:00:00,2017-10-23 21:00:00,-0.03,9.62,33.23,407.3,1.51,7.92,-5.4,-3.62,-14.41,0.02,0.308166754786668
"312",0.1260283529,2010-05-04 22:30:00,2017-10-23 21:30:00,-0.04,9.6,37.1,407.29,1.86,8.16,-5.14,-12.51,148.48,0.06,0.32650432043738
"313",0.1272452364,2010-05-04 23:00:00,2017-10-23 22:00:00,0.02,9.57,39.29,405.73,1.57,8.1,-5.38,-8.05,-33.89,0.05,0.378218474028013
"314",0.1292881866,2010-05-04 23:30:00,2017-10-23 22:30:00,0.02,9.55,45.18,405.72,0.99,8.1,-5.04,-8.55,-17.42,0.05,0.38378629322796
"315",0.1250025404,2010-05-05 00:00:00,2017-10-23 23:00:00,0.01,9.53,49.37,405.48,2.46,7.88,-5.03,-2.09,-140.59,0.03,0.364405424325316
"316",0.0620911989,2010-05-05 00:30:00,2017-10-23 23:30:00,-0.01,9.5,50.23,405.35,2.06,7.54,-5.44,1.16,-113.45,0.02,0.368001453370434
"317",0.0581858029,2010-05-05 01:00:00,2017-10-23 00:00:00,0.03,9.47,48.92,405.5,1.87,7.45,-5.55,-0.83,-83.44,0.04,0.382223977359807
"318",0.067217716,2010-05-05 01:30:00,2017-10-23 00:30:00,-0.01,9.45,46.22,405.45,2.1,7.26,-5.36,0.52,-90.44,0.01,0.395616800246371
"319",0.0684245807,2010-05-05 02:00:00,2017-10-23 01:00:00,0.04,9.42,38.52,405.77,1.67,6.78,-5.64,2.02,NA,0.01,0.403493525563578
"320",0.0585384774,2010-05-05 02:30:00,2017-10-23 01:30:00,-0.01,9.39,41.17,406.36,2.36,6.65,-5.45,-2.13,-52.34,0.02,0.401653384357052
"321",0.0483941961,2010-05-05 03:00:00,2017-10-23 02:00:00,0.03,9.36,39.65,407.34,1.07,6.68,-4.88,-4.06,32.4,0.02,0.389535707635497
"322",0.0420334915,2010-05-05 03:30:00,2017-10-23 02:30:00,0.01,9.33,46.75,408.16,2.22,6.53,-4.12,-2.29,-111.1,0.01,0.375014652747988
